# x y z nx ny nz intensity label
1.68236 19.22242 0.52510 0.000000 0.000000 0.000000 0.073716 1
1.60416 19.13352 0.27210 0.000000 0.000000 0.000000 0.016037 1
1.65796 18.45422 0.68830 0.000000 0.000000 0.000000 0.021271 1
1.59106 19.29892 1.12310 0.000000 0.000000 0.000000 0.009995 1
1.61286 18.04002 0.45150 0.000000 0.000000 0.000000 0.077455 1
1.62066 17.94872 0.83840 0.000000 0.000000 0.000000 0.069596 1
1.49396 18.48602 0.12480 0.000000 0.000000 0.000000 0.050462 1
1.59596 17.37142 0.53160 0.000000 0.000000 0.000000 0.031937 1
1.58626 17.47712 0.90300 0.000000 0.000000 0.000000 0.048493 1
1.43046 18.30732 0.05110 0.000000 0.000000 0.000000 0.009995 1
1.56376 16.94272 0.46190 0.000000 0.000000 0.000000 0.056657 1
1.57316 16.84692 0.81550 0.000000 0.000000 0.000000 0.064485 1
1.46776 17.92572 1.22440 0.000000 0.000000 0.000000 0.060014 1
1.51346 16.73902 0.32400 0.000000 0.000000 0.000000 0.037415 1
1.55946 16.29642 0.66960 0.000000 0.000000 0.000000 0.079377 1
1.51496 16.72472 1.02270 0.000000 0.000000 0.000000 0.055863 1
1.40926 17.04722 0.10140 0.000000 0.000000 0.000000 0.057633 1
1.52466 15.99802 0.47090 0.000000 0.000000 0.000000 0.060227 1
1.53466 15.90772 0.79600 0.000000 0.000000 0.000000 0.079408 1
1.44936 16.68242 1.16070 0.000000 0.000000 0.000000 0.023896 1
1.46056 15.98362 0.27490 0.000000 0.000000 0.000000 0.079042 1
1.51936 15.47772 0.60030 0.000000 0.000000 0.000000 0.094530 1
1.50026 15.64212 0.91710 0.000000 0.000000 0.000000 0.085832 1
1.34866 16.36022 0.06070 0.000000 0.000000 0.000000 0.069017 1
1.48006 15.28672 0.41650 0.000000 0.000000 0.000000 0.077653 1
1.50406 15.09052 0.71910 0.000000 0.000000 0.000000 0.106157 1
1.45466 15.49402 1.03740 0.000000 0.000000 0.000000 0.075517 1
1.34396 15.86602 0.08330 0.000000 0.000000 0.000000 0.056077 1
1.46546 14.92122 0.42220 0.000000 0.000000 0.000000 0.074739 1
1.48976 14.73242 0.71390 0.000000 0.000000 0.000000 0.061448 1
1.47236 14.86762 1.00900 0.000000 0.000000 0.000000 0.107881 8
1.29216 15.76562 0.02330 0.000000 0.000000 0.000000 0.060822 1
1.43926 14.67472 0.36850 0.000000 0.000000 0.000000 0.126604 1
1.47616 14.40082 0.65330 0.000000 0.000000 0.000000 0.042161 1
1.44976 14.59692 0.93990 0.000000 0.000000 0.000000 0.113069 1
1.31016 15.63232 1.29860 0.000000 0.000000 0.000000 0.052964 1
1.39136 14.60312 0.25580 0.000000 0.000000 0.000000 0.094774 1
1.45586 14.14622 0.54270 0.000000 0.000000 0.000000 0.101793 1
1.45586 14.14582 0.81380 0.000000 0.000000 0.000000 0.166049 1
1.38456 14.65152 1.11480 0.000000 0.000000 0.000000 0.086229 1
1.29006 14.89962 0.06820 0.000000 0.000000 0.000000 0.054414 1
1.41726 14.03632 0.38230 0.000000 0.000000 0.000000 0.120058 1
1.45166 13.80282 0.64820 0.000000 0.000000 0.000000 0.085969 1
1.42906 13.95592 0.91510 0.000000 0.000000 0.000000 0.140475 1
1.31836 14.70772 1.23450 0.000000 0.000000 0.000000 0.096178 1
1.35316 14.10052 0.21840 0.000000 0.000000 0.000000 0.103426 1
