# x y z nx ny nz intensity label
1.68027 19.19602 0.52129 0.000000 0.000000 0.000000 0.089586 1
1.60137 19.11922 0.26869 0.000000 0.000000 0.000000 0.018875 1
1.65637 18.42022 0.68389 0.000000 0.000000 0.000000 0.090608 1
1.59197 19.23832 1.11629 0.000000 0.000000 0.000000 0.065278 1
1.61007 18.01932 0.44779 0.000000 0.000000 0.000000 0.082719 1
1.61957 17.90812 0.83329 0.000000 0.000000 0.000000 0.009995 1
1.49037 18.47892 0.12149 0.000000 0.000000 0.000000 0.046006 1
1.59377 17.34282 0.52769 0.000000 0.000000 0.000000 0.014328 1
1.58497 17.43952 0.89769 0.000000 0.000000 0.000000 0.063035 1
1.42787 18.29062 0.04819 0.000000 0.000000 0.000000 0.009995 1
1.56137 16.91672 0.45829 0.000000 0.000000 0.000000 0.031571 1
1.57147 16.81322 0.81049 0.000000 0.000000 0.000000 0.026963 1
1.47117 17.84572 1.21569 0.000000 0.000000 0.000000 0.059541 1
1.52877 16.54322 0.39319 0.000000 0.000000 0.000000 0.132494 1
1.55637 16.27592 0.73239 0.000000 0.000000 0.000000 0.078431 1
1.49187 16.89982 1.09609 0.000000 0.000000 0.000000 0.055055 1
1.40597 17.03422 0.09829 0.000000 0.000000 0.000000 0.050477 1
1.52227 15.97202 0.46729 0.000000 0.000000 0.000000 0.044160 1
1.53317 15.87292 0.79099 0.000000 0.000000 0.000000 0.070619 1
1.45217 16.61182 1.15249 0.000000 0.000000 0.000000 0.034333 1
1.43237 16.18182 0.19909 0.000000 0.000000 0.000000 0.066468 1
1.51207 15.49352 0.53409 0.000000 0.000000 0.000000 0.118044 1
1.50937 15.51702 0.84609 0.000000 0.000000 0.000000 0.119020 1
1.40817 16.39132 1.20949 0.000000 0.000000 0.000000 0.084382 1
1.44437 15.53442 0.28359 0.000000 0.000000 0.000000 0.035813 1
1.50137 15.06692 0.59529 0.000000 0.000000 0.000000 0.074708 1
1.48467 15.20362 0.89839 0.000000 0.000000 0.000000 0.083513 1
1.36097 16.21862 1.26689 0.000000 0.000000 0.000000 0.137453 1
1.37897 15.55222 0.15729 0.000000 0.000000 0.000000 0.098482 1
1.47447 14.80722 0.47829 0.000000 0.000000 0.000000 0.076097 1
1.48637 14.71442 0.76699 0.000000 0.000000 0.000000 0.097688 1
1.42487 15.19432 1.08019 0.000000 0.000000 0.000000 0.095125 1
1.37127 15.13892 0.17369 0.000000 0.000000 0.000000 0.074937 1
1.46097 14.47102 0.48149 0.000000 0.000000 0.000000 0.063066 1
1.47237 14.38562 0.76029 0.000000 0.000000 0.000000 0.096010 1
1.41697 14.79832 1.05999 0.000000 0.000000 0.000000 0.073579 1
1.33197 14.98522 0.12019 0.000000 0.000000 0.000000 0.078859 1
1.43807 14.23082 0.42909 0.000000 0.000000 0.000000 0.097047 1
1.46207 14.05972 0.69989 0.000000 0.000000 0.000000 0.071229 1
1.42607 14.31612 0.97999 0.000000 0.000000 0.000000 0.082124 1
1.26387 15.47042 1.34569 0.000000 0.000000 0.000000 0.077913 1
1.38137 14.24022 0.26439 0.000000 0.000000 0.000000 0.063676 1
1.44337 13.81802 0.53989 0.000000 0.000000 0.000000 0.107103 1
1.44467 13.80922 0.80049 0.000000 0.000000 0.000000 0.102815 1
1.38157 14.23932 1.08659 0.000000 0.000000 0.000000 0.075731 1
1.23807 14.81502 0.01029 0.000000 0.000000 0.000000 0.043503 1
1.39027 13.81992 0.33089 0.000000 0.000000 0.000000 0.115221 1
1.43617 13.52052 0.59129 0.000000 0.000000 0.000000 0.080781 1
1.42777 13.57512 0.84509 0.000000 0.000000 0.000000 0.127886 1
1.35327 14.06212 1.13069 0.000000 0.000000 0.000000 0.124254 1
1.28517 14.14772 0.10379 0.000000 0.000000 0.000000 0.096086 1
1.39557 13.45482 0.39099 0.000000 0.000000 0.000000 0.135973 1
1.42707 13.25692 0.63939 0.000000 0.000000 0.000000 0.144503 1
1.41037 13.36192 0.88769 0.000000 0.000000 0.000000 0.139910 1
1.32297 13.91082 1.17449 0.000000 0.000000 0.000000 0.101289 1
1.28407 13.82202 0.12059 0.000000 0.000000 0.000000 0.089631 1
1.38687 13.20122 0.39639 0.000000 0.000000 0.000000 0.119295 1
1.41847 13.01032 0.63729 0.000000 0.000000 0.000000 0.115724 1
1.40307 13.10312 0.87769 0.000000 0.000000 0.000000 0.135348 1
1.32297 13.58712 1.15219 0.000000 0.000000 0.000000 0.113756 1
1.19787 14.01492 0.00229 0.000000 0.000000 0.000000 0.097841 1
