# x y z nx ny nz intensity label
1.66915 19.30139 0.43849 0.000000 0.000000 0.000000 0.045655 1
1.67615 19.20459 0.86339 0.000000 0.000000 0.000000 0.036728 1
1.65295 18.41419 0.60699 0.000000 0.000000 0.000000 0.104067 1
1.61535 18.89379 1.02299 0.000000 0.000000 0.000000 0.040574 1
1.59515 18.14849 0.37109 0.000000 0.000000 0.000000 0.066712 1
1.62375 17.80959 0.75799 0.000000 0.000000 0.000000 0.053742 1
1.53455 18.86629 1.18809 0.000000 0.000000 0.000000 0.030381 1
1.57085 17.54649 0.38049 0.000000 0.000000 0.000000 0.061448 1
1.59805 17.24669 0.74969 0.000000 0.000000 0.000000 0.064576 1
1.52005 18.10759 1.15389 0.000000 0.000000 0.000000 0.059144 1
1.54785 17.00829 0.38879 0.000000 0.000000 0.000000 0.089784 1
1.57545 16.72359 0.74199 0.000000 0.000000 0.000000 0.064393 1
1.50425 17.45929 1.12459 0.000000 0.000000 0.000000 0.049088 1
1.45865 17.17689 0.16819 0.000000 0.000000 0.000000 0.069276 1
1.54845 16.30429 0.53429 0.000000 0.000000 0.000000 0.040803 1
1.54275 16.35979 0.87189 0.000000 0.000000 0.000000 0.033936 1
1.41115 17.63819 1.28429 0.000000 0.000000 0.000000 0.047425 1
1.49365 16.18669 0.33499 0.000000 0.000000 0.000000 0.062242 1
1.53645 15.79459 0.66429 0.000000 0.000000 0.000000 0.097124 1
1.49815 16.14569 0.99889 0.000000 0.000000 0.000000 0.062882 1
1.20165 18.86399 1.52249 0.000000 0.000000 0.000000 0.103975 1
1.47695 15.75099 0.34439 0.000000 0.000000 0.000000 0.100008 1
1.51875 15.38829 0.66079 0.000000 0.000000 0.000000 0.100572 1
1.48385 15.69109 0.98129 0.000000 0.000000 0.000000 0.067842 1
1.34735 16.28829 0.06319 0.000000 0.000000 0.000000 0.028168 1
1.47685 15.22199 0.41659 0.000000 0.000000 0.000000 0.081697 1
1.50145 15.01879 0.71699 0.000000 0.000000 0.000000 0.074846 1
1.45415 15.40829 1.03229 0.000000 0.000000 0.000000 0.089952 1
1.29165 16.19349 0.00029 0.000000 0.000000 0.000000 0.040284 2
1.44835 14.96569 0.36139 0.000000 0.000000 0.000000 0.097841 1
1.48725 14.66139 0.65449 0.000000 0.000000 0.000000 0.093065 1
1.45895 14.88289 0.94979 0.000000 0.000000 0.000000 0.073625 1
1.29055 15.69859 0.02599 0.000000 0.000000 0.000000 0.062028 1
1.43635 14.60949 0.36909 0.000000 0.000000 0.000000 0.074342 1
1.47285 14.33709 0.65169 0.000000 0.000000 0.000000 0.086900 1
1.44685 14.53119 0.93619 0.000000 0.000000 0.000000 0.028840 1
1.31245 15.53489 1.29049 0.000000 0.000000 0.000000 0.103029 1
1.40975 14.38849 0.31799 0.000000 0.000000 0.000000 0.114473 1
1.45865 14.03979 0.59559 0.000000 0.000000 0.000000 0.127581 1
1.44725 14.12099 0.86609 0.000000 0.000000 0.000000 0.120363 1
1.35525 14.77779 1.17929 0.000000 0.000000 0.000000 0.105928 1
1.32755 14.56569 0.14209 0.000000 0.000000 0.000000 0.102937 1
1.42565 13.89529 0.43719 0.000000 0.000000 0.000000 0.110384 1
1.44935 13.73339 0.69819 0.000000 0.000000 0.000000 0.129747 1
1.41555 13.96429 0.96749 0.000000 0.000000 0.000000 0.118761 1
1.27185 14.94629 1.30959 0.000000 0.000000 0.000000 0.022736 1
1.35115 14.03449 0.22029 0.000000 0.000000 0.000000 0.084489 1
1.42515 13.54949 0.49319 0.000000 0.000000 0.000000 0.086915 1
1.43575 13.47969 0.74469 0.000000 0.000000 0.000000 0.119829 1
1.39215 13.76529 1.01079 0.000000 0.000000 0.000000 0.125139 1
1.21875 14.90229 1.36619 0.000000 0.000000 0.000000 0.039322 1
1.36545 13.60289 0.28849 0.000000 0.000000 0.000000 0.146090 1
1.42075 13.25459 0.54479 0.000000 0.000000 0.000000 0.156405 1
1.42295 13.24049 0.78859 0.000000 0.000000 0.000000 0.116060 1
1.36965 13.57619 1.05229 0.000000 0.000000 0.000000 0.127993 1
1.19485 14.32319 -0.01481 0.000000 0.000000 0.000000 0.092882 1
1.35835 13.33269 0.29759 0.000000 0.000000 0.000000 0.100191 1
1.41045 13.01719 0.54559 0.000000 0.000000 0.000000 0.130739 1
1.41345 12.99869 0.78219 0.000000 0.000000 0.000000 0.121431 1
1.36365 13.30039 1.03669 0.000000 0.000000 0.000000 0.090898 1
1.04655 15.22099 1.51739 0.000000 0.000000 0.000000 0.029450 1
1.33155 13.19699 0.25329 0.000000 0.000000 0.000000 0.127871 1
1.39565 12.82299 0.49999 0.000000 0.000000 0.000000 0.088884 1
1.40755 12.75329 0.72979 0.000000 0.000000 0.000000 0.130083 1
1.37365 12.95119 0.96959 0.000000 0.000000 0.000000 0.130129 1
1.25245 13.65829 1.26479 0.000000 0.000000 0.000000 0.071901 1
1.28015 13.20869 0.15489 0.000000 0.000000 0.000000 0.080323 1
1.37075 12.69889 0.40999 0.000000 0.000000 0.000000 0.082902 1
1.39925 12.53799 0.63629 0.000000 0.000000 0.000000 0.153964 1
1.38655 12.60959 0.86199 0.000000 0.000000 0.000000 0.138613 1
1.31675 13.00279 1.11539 0.000000 0.000000 0.000000 0.111345 1
1.15995 13.59269 -0.02001 0.000000 0.000000 0.000000 0.100374 1
1.32175 12.71299 0.27239 0.000000 0.000000 0.000000 0.112215 1
1.37985 12.39759 0.50399 0.000000 0.000000 0.000000 0.146548 1
1.39105 12.33639 0.72129 0.000000 0.000000 0.000000 0.160174 1
1.36155 12.49719 0.94659 0.000000 0.000000 0.000000 0.146212 1
1.26275 13.03369 1.21409 0.000000 0.000000 0.000000 0.126268 1
1.24825 12.85529 0.12609 0.000000 0.000000 0.000000 0.107195 1
1.34665 12.33839 0.37429 0.000000 0.000000 0.000000 0.152438 1
1.38215 12.15139 0.59079 0.000000 0.000000 0.000000 0.094697 1
1.37795 12.17389 0.80279 0.000000 0.000000 0.000000 0.174105 1
1.32925 12.42939 1.03169 0.000000 0.000000 0.000000 0.144945 1
1.18505 13.18729 1.32579 0.000000 0.000000 0.000000 0.033509 1
1.29395 12.38099 0.24149 0.000000 0.000000 0.000000 0.121462 1
1.35905 12.05009 0.46559 0.000000 0.000000 0.000000 0.132662 1
1.37845 11.95159 0.67229 0.000000 0.000000 0.000000 0.165301 1
1.36015 12.04439 0.88199 0.000000 0.000000 0.000000 0.121370 1
1.29205 12.39099 1.11769 0.000000 0.000000 0.000000 0.122240 1
1.13015 12.96829 -0.02471 0.000000 0.000000 0.000000 0.164172 1
1.29035 12.17909 0.25059 0.000000 0.000000 0.000000 0.117662 1
1.35315 11.86969 0.46829 0.000000 0.000000 0.000000 0.166430 1
1.37145 11.77979 0.66989 0.000000 0.000000 0.000000 0.131090 1
1.35455 11.86279 0.87399 0.000000 0.000000 0.000000 0.133104 1
1.29065 12.17779 1.10179 0.000000 0.000000 0.000000 0.113878 1
1.08475 13.19229 1.42669 0.000000 0.000000 0.000000 0.104967 1
1.26935 12.07239 0.21329 0.000000 0.000000 0.000000 0.147372 1
1.33835 11.74239 0.43039 0.000000 0.000000 0.000000 0.140047 1
1.36225 11.62829 0.62859 0.000000 0.000000 0.000000 0.183307 1
1.35395 11.66809 0.82589 0.000000 0.000000 0.000000 0.172610 1
1.30645 11.89499 1.03949 0.000000 0.000000 0.000000 0.170764 1
1.17295 12.53289 1.31059 0.000000 0.000000 0.000000 0.123629 1
1.21855 12.10899 0.12619 0.000000 0.000000 0.000000 0.135286 1
1.31235 11.67409 0.35279 0.000000 0.000000 0.000000 0.164645 1
1.35135 11.49339 0.55079 0.000000 0.000000 0.000000 0.158404 1
1.35605 11.47159 0.74179 0.000000 0.000000 0.000000 0.118868 1
1.32855 11.59899 0.94069 0.000000 0.000000 0.000000 0.184253 1
1.24655 11.97939 1.17099 0.000000 0.000000 0.000000 0.132326 1
1.10515 12.42499 -0.02861 0.000000 0.000000 0.000000 0.102937 1
1.26365 11.71139 0.23169 0.000000 0.000000 0.000000 0.158572 1
1.32785 11.42269 0.43719 0.000000 0.000000 0.000000 0.196902 1
1.35115 11.31759 0.62589 0.000000 0.000000 0.000000 0.154299 1
1.34415 11.34919 0.81369 0.000000 0.000000 0.000000 0.176074 1
1.30165 11.54039 1.01529 0.000000 0.000000 0.000000 0.135393 1
1.18905 12.04719 1.26239 0.000000 0.000000 0.000000 0.077989 1
1.19005 11.85519 0.10099 0.000000 0.000000 0.000000 0.105699 1
1.29205 11.40889 0.32349 0.000000 0.000000 0.000000 0.155764 1
1.33525 11.21989 0.51499 0.000000 0.000000 0.000000 0.185519 1
1.34645 11.17089 0.69749 0.000000 0.000000 0.000000 0.137926 1
